,주소,상세주소,지역코드,대분류,중분류,소분류,콘텐츠ID,콘텐츠타입ID,등록일,행사 종료,행사 시작,firstimage,firstimage2,mapx,mapy,mlevel,수정일,조회수,시군구코드,전화번호,제목
158,광주광역시 북구 비엔날레로 111,(용봉동),5,A02,A0208,A02081300,2724134,15,20210702131821,20210828,20210703,http://tong.visitkorea.or.kr/cms/resource/33/2724133_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2724133_image2_1.jpg,126.8902591590,35.1826203741,6,20210702154649,0,4,북구청 특화마을육성과 062-410-8228,비엔날레 문화콘서트
159,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,,39,A02,A0208,A02081300,2592344,15,20190318100944,20210228,20191206,http://tong.visitkorea.or.kr/cms/resource/36/2637136_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/36/2637136_image2_1.png,126.8990724780,33.4398096742,6,20200910172043,33,3,1522-2653,빛의 벙커 '반 고흐' 2020
160,온라인개최,,1,A02,A0208,A02081300,2392010,15,20160707100758,20210912,20210904,http://tong.visitkorea.or.kr/cms/resource/48/2712848_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2712848_image2_1.jpg,126.9336123570,37.5263886632,6,20210714105239,60092,20,070-7727-1755,사람사랑 생명사랑 밤길걷기 Live WALK
161,온라인개최,(용화면),33,A02,A0207,A02070200,1345504,15,20110729170406,20210814,20210812,http://tong.visitkorea.or.kr/cms/resource/42/2727742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2727742_image2_1.jpg,,,,20210727174448,8322,4,043-743-0004,산골공연 예술잔치
162,전라북도 완주군 소양면 원암로 82,,37,A02,A0208,A02081300,2714945,15,20210429161612,20210529,20210529,http://tong.visitkorea.or.kr/cms/resource/41/2714941_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/41/2714941_image2_1.png,127.2520149740,35.8693487272,6,20210430145409,0,8,063-245-2456,"산속등대미술관 제1회 사생대회 ""기후·환경 그리고 우리"""
163,온라인개최,(성남동),32,A02,A0207,A02070200,678097,15,20090112155225,20210226,20210208,http://tong.visitkorea.or.kr/cms/resource/67/2589867_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2589867_image2_1.JPG,129.1597555361,37.4387321558,6,20210517161127,18554,4,033-573-9882,삼척 정월대보름제 2021
164,제주특별자치도 서귀포시 남성로128번길 13,(서홍동),39,A02,A0207,A02070200,2665885,15,20200729175936,20211011,20211008,http://tong.visitkorea.or.kr/cms/resource/43/2725243_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2725243_image2_1.jpg,126.5559872587,33.2417982612,6,20210713153203,0,3,070-8990-9999,서귀포문화재야행
165,서울특별시 서대문구 연희로 248,(연희동),1,A02,A0207,A02070200,2733405,15,20210812093719,20210912,20210815,http://tong.visitkorea.or.kr/cms/resource/04/2733404_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/04/2733404_image2_1.png,126.9368133493,37.5792770177,6,20210812093719,0,14,070-7575-2351,서대문 문화재야행
166,온라인개최,(현저동),1,A02,A0207,A02070200,1895366,15,20140217140217,20210301,20210222,http://tong.visitkorea.or.kr/cms/resource/30/2368230_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/2368230_image2_1.JPG,126.9556173237,37.5745751240,6,20210517161226,13476,14,02-360-8590,"서대문, 1919 그날의 함성! 2021"
167,서울특별시 서대문구 연희로 248,(연희동),1,A02,A0207,A02070200,1847202,15,20130926103406,20210822,20210814,http://tong.visitkorea.or.kr/cms/resource/53/2499653_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/2499653_image2_1.JPG,126.9368133493,37.5792770177,6,20210721132135,19569,14,,서대문독립민주축제
168,서울특별시 서초구 강남대로 27,(양재동),1,A02,A0208,A02080600,2479624,15,20170207134632,20210509,20210507,http://tong.visitkorea.or.kr/cms/resource/73/2703073_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2703073_image2_1.jpg,127.0396016001,37.4672141004,6,20210520155922,19411,15,02-511-1540,서울 국제 푸드 앤 테이블웨어 박람회 2021
169,온라인개최,,1,A02,A0207,A02070200,142033,15,20070702000000,20210124,20210106,http://tong.visitkorea.or.kr/cms/resource/94/2701394_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2701394_image2_1.jpg,126.9988129355,37.5904796058,6,20201224153234,27116,23,02-745-5862~3,서울 아시테지 겨울축제 2021
170,서울특별시 동대문구 답십리로 72,(전농동),1,,,,2716699,15,20210512105451,20210522,20210519,http://tong.visitkorea.or.kr/cms/resource/94/2716694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2716694_image2_1.jpg,127.0487254857,37.5752683826,6,20210512105451,0,11,010-3246-5710,서울 케이팝 댄스 페스티벌
171,서울 중구 태평로 2가 17-3,서울광장,1,A02,A0207,A02070200,2718543,15,20210526174106,20211017,20211016,http://tong.visitkorea.or.kr/cms/resource/40/2718540_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2718540_image2_1.jpg,126.9777155697,37.5653988094,6,20210601095541,0,24,02-516-2010,서울100K (SEOUL100K)
172,서울특별시 마포구 연남로1길 55,(연남동),1,A02,A0207,A02070200,2720203,15,20210608172949,20211130,20210607,http://tong.visitkorea.or.kr/cms/resource/68/2720268_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2720268_image2_1.jpg,126.9204598433,37.5595179109,6,20210609091607,0,13,02-542-2695,서울365거리공연
173,서울특별시 성동구 연무장15길 11,(성수동2가),1,A02,A0208,A02080500,228985,15,20070529000000,20211016,20210908,http://tong.visitkorea.or.kr/cms/resource/56/2639256_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/56/2639256_image2_1.JPG,127.0590032474,37.5428834410,6,20210527150518,165277,16,02-7333-8402,서울국제도서전
174,서울특별시 마포구 월드컵로 74,(서교동),1,A02,A0207,A02070200,780487,15,20090818143610,20210916,20210909,,,126.9107358337,37.5558320544,6,20210721155350,17083,13,02-3141-1841,서울국제실험영화페스티벌
175,온라인 개최,(삼성동),1,A02,A0207,A02070200,1018469,15,20100511102951,20211024,20211008,http://tong.visitkorea.or.kr/cms/resource/00/2732700_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2732700_image2_1.jpg,127.0628786765,37.5152867161,6,20210812093347,1591,1,siwf@klti.or.kr,서울국제작가축제(Seoul International Writers' Festival)
176,서울특별시 강남구 영동대로 513 코엑스 B홀,,1,A02,A0208,A02081300,1778398,15,20130110175909,20210704,20210702,http://tong.visitkorea.or.kr/cms/resource/58/2676258_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2676258_image2_1.jpg,127.0591874466,37.5117592813,6,20201015174317,2095,1,02-761-2518,서울국제주류박람회 2021
177,서울시 양천구 신정동 871-2,(봉천동),1,A02,A0208,A02080600,2488793,15,20170404150608,20210530,20210527,http://tong.visitkorea.or.kr/cms/resource/19/2715919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2715919_image2_1.jpg,126.8787480766,37.5205772468,6,20210518171202,10030,5,02-6358-7775,서울도시농업박람회
178,서울특별시 중구 동호로 241,(장충동2가),1,A02,A0207,A02070200,1008843,15,20100427095254,20210529,20210528,http://tong.visitkorea.or.kr/cms/resource/71/2594871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2594871_image2_1.jpg,127.0068047884,37.5582390522,6,20210415162438,39764,24,070-4272-7330,서울드럼페스티벌
179,서울특별시 강남구 영동대로 513,(삼성동),1,A02,A0208,A02080500,650752,15,20081112112018,20211226,20211222,http://tong.visitkorea.or.kr/cms/resource/87/2723387_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2723387_image2_1.jpg,127.0594429796,37.5117148467,6,20210707114120,115587,1,02-2262-7200,서울디자인페스티벌
180,서울특별시 중구 을지로 281,,1,A02,A0207,A02070200,2640874,15,20191217150644,20210401,20210326,,,127.0099486810,37.5675991318,6,20210517160932,0,24,02-2133-2704,서울라이트(SEOUL LIGHT)
181,경기도 과천시 광명로 181,(막계동),31,A02,A0207,A02070200,2601899,15,20190516140537,20210301,20201127,http://tong.visitkorea.or.kr/cms/resource/71/2637071_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2637071_image2_1.jpg,127.0169239697,37.4366477965,6,20201229112311,34,3,02-509-6000,서울랜드 겨울 빛축제 2021
182,서울특별시 강남구 영동대로 513,(삼성동),1,A02,A0208,A02081300,2714158,15,20210420171133,20210523,20210526,http://tong.visitkorea.or.kr/cms/resource/57/2714157_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/57/2714157_image2_1.png,127.0594429796,37.5117148467,6,20210420171133,0,1,02-2262-7152,서울리빙디자인페어
183,경기도 고양시 일산서구 킨텍스로 217-60,(대화동),31,A02,A0208,A02080500,1247130,15,20110331102210,20211205,20211125,http://tong.visitkorea.or.kr/cms/resource/93/2676793_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2676793_image2_1.jpg,126.7455782754,37.6689909419,6,20210520154752,14112,2,02-3660-1894,서울모터쇼 (Seoul Motor Show) 2021
184,서울특별시 종로구 대학로8길 7,,1,A02,A0207,A02070200,629742,15,20080929160635,20211128,20211110,http://tong.visitkorea.or.kr/cms/resource/59/2724459_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2724459_image2_1.jpg,127.0029794866,37.5811724288,6,20210706162823,16453,23,02-744-8066,서울무용제
185,서울특별시 마포구 증산로 87,(성산동),1,A02,A0207,A02070200,2728896,15,20210730093738,20210807,20210807,http://tong.visitkorea.or.kr/cms/resource/80/2728880_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2728880_image2_1.jpg,126.8950451862,37.5703995248,,20210730093738,0,13,02-2272-1917,서울스트리트댄스페스티벌
186,서울특별시 중구 을지로 281,(을지로7가),1,A02,A0207,A02070200,1805176,15,20130417101618,20210915,20210915,http://tong.visitkorea.or.kr/cms/resource/72/2723672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2723672_image2_1.jpg,127.0099486810,37.5675991318,6,20210628172743,13289,24,02-3706-1561,서울안전한마당
187,서울특별시 종로구 대학로8길 7,(동숭동),1,A02,A0207,A02070200,141863,15,20070514000000,20210530,20210430,http://tong.visitkorea.or.kr/cms/resource/10/2598910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2598910_image2_1.jpg,127.0029794866,37.5811724288,6,20210423110910,23081,23,02-765-7500,서울연극제
188,온라인개최,,1,A02,A0207,A02070200,2455073,15,20161213152654,20210105,20210105,http://tong.visitkorea.or.kr/cms/resource/10/2640610_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/10/2640610_image2_1.JPG,126.9783710306,37.5665986816,6,20201229111842,3903,24,02-3447-0101,서울영상광고제 2021
189,서울특별시 강남구 봉은사로63길 35,(삼성동),1,A02,A0208,A02080500,2718984,15,20210601131819,20210828,20210825,http://tong.visitkorea.or.kr/cms/resource/83/2718983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2718983_image2_1.jpg,127.0462413481,37.5136810472,6,20210629135628,0,1,02-2062-8601,서울일러스트레이션페어V.11
190,서울특별시 중랑구 중랑천로 332,,1,A02,A0207,A02070200,2002493,15,20150511145903,20210531,20210513,http://tong.visitkorea.or.kr/cms/resource/70/2708670_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/2708670_image2_1.JPG,127.0735276696,37.6143448429,6,20210429093823,144895,25,02-3407-6531,서울장미축제
191,서울특별시 강남구 영동대로 513,,1,A02,A0208,A02080500,1364529,15,20110816165902,20211113,20211110,http://tong.visitkorea.or.kr/cms/resource/28/2688128_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/2688128_image2_1.JPG,127.0591874466,37.5117592813,6,20201127150733,20997,1,02-6000-6720,서울카페쇼 2021
192,서울특별시 마포구 증산로 87,(성산동),1,A02,A0207,A02070200,142193,15,20070813000000,20210829,20210804,http://tong.visitkorea.or.kr/cms/resource/15/2664915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2664915_image2_1.jpg,126.8929203036,37.5731297249,6,20210607170253,50969,13,02-325-8250,서울프린지페스티벌
193,온라인개최,(잠실동),1,A02,A0207,A02070200,1592898,15,20120404160234,20210411,20210402,http://tong.visitkorea.or.kr/cms/resource/72/1607872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1607872_image3_1.jpg,127.1017724761,37.5111851145,6,20210329171542,362007,18,02-2147-2800,석촌호수 벚꽃축제
194,경기도 가평군 청평면 강변로 17,,31,A02,A0207,A02070200,2458633,15,20161215144813,20210225,20201231,http://tong.visitkorea.or.kr/cms/resource/17/2702617_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/17/2702617_image2_1.png,127.4133710249,37.7346564825,6,20210201135812,60631,1,031-584-2755,설빙송어빙어축제 2021
195,전라남도 신안군 압해읍 수락길 330,,38,A02,A0207,A02070200,2691273,15,20201203162716,20210131,20201211,http://tong.visitkorea.or.kr/cms/resource/62/2691262_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2691262_image2_1.jpg,126.2519711582,34.8436285971,6,20210517162446,0,12,061-240-8778,섬 겨울꽃 랜선 축제 2020
196,경기도 성남시 분당구 성남대로 808,(야탑동),31,A02,A0208,A02080900,406696,15,20080118175732,20211216,20210318,http://tong.visitkorea.or.kr/cms/resource/02/1786002_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1786002_image3_1.jpg,127.1292175196,37.4019566143,6,20210302102544,4555,12,031-783-8000,성남아트센터 마티네콘서트
197,서울특별시 서초구 서초대로 141-25,(방배동),1,A02,A0207,A02070200,2383986,15,20160516142823,20210601,20210601,http://tong.visitkorea.or.kr/cms/resource/19/2718919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2718919_image2_1.jpg,126.9985741482,37.4895107763,6,20210531172117,6292,15,02-588-7202~3,세계 우유의 날 기념 밀크온 콘서트
198,경기도 수원시 장안구 영화동 320-2,,31,A02,A0208,A02081300,2713812,15,20210415174014,20211023,20210508,http://tong.visitkorea.or.kr/cms/resource/09/2713809_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2713809_image2_1.jpg,127.0120008348,37.2872039225,6,20210415174014,0,13,031-290-3573,세계유산 활용프로그램 <수원화성 낭만소풍>
199,서울특별시 종로구 사직로 161,(세종로),1,A02,A0207,A02070200,2661632,15,20200701171836,20211017,20210813,http://tong.visitkorea.or.kr/cms/resource/66/2723666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2723666_image2_1.jpg,126.9770319156,37.5788944508,6,20210630104713,0,23,02-3210-4633,세계유산축전
200,경상북도 안동시 도산면 도산서원길 154,,35,A02,A0207,A02070200,2726864,15,20210723163337,20210926,20210904,http://tong.visitkorea.or.kr/cms/resource/62/2726862_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2726862_image2_1.jpg,128.8403748187,36.7279519770,6,20210802123738,0,11,054)851-7182,세계유산축전 안동
201,제주특별자치도 제주시 조천읍 선교로 569-36,,39,A02,A0207,A02070200,2651042,15,20200402100702,20211017,20211001,http://tong.visitkorea.or.kr/cms/resource/39/2651039_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2651039_image2_1.jpg,126.7142575546,33.4569020299,6,20210330174223,0,4,064-710-6873,세계유산축전 - '제주 화산섬과 용암동굴'
202,경기도 양평군 양서면 양수로 93,,31,A02,A0207,A02070200,2550263,15,20180608095750,20210815,20210621,http://tong.visitkorea.or.kr/cms/resource/56/2550256_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2550256_image2_1.jpg,127.3239403130,37.5409273515,6,20210615101127,25447,19,031-775-1835,세미원 연꽃여행
203,세종특별자치시 연서면 월하천로 289,,8,A02,A0207,A02070200,606610,15,20080808143734,20210801,20210726,http://tong.visitkorea.or.kr/cms/resource/28/2726728_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2726728_image2_1.jpg,127.2833738631,36.5726911326,6,20210723100218,34703,1,044-864-2164,세종조치원복숭아축제
204,강원도 속초시 중앙로 214-1,,32,A02,A0208,A02081300,2545915,15,20180508101332,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/44/2703944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2703944_image2_1.jpg,128.5934271477,38.2096096416,6,20210201135724,8957,5,1522-8905,속초 음악불꽃크루즈 2021
205,서울특별시 종로구 사직로 161,(세종로),1,A02,A0208,A02080100,141661,15,20070322000000,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/96/868696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/868696_image3_1.jpg,126.9767235747,37.5801859611,6,20210106160200,25682,23,02-3210-1645,수문장 교대의식
206,대구광역시 수성구 무학로 112,,4,A02,A0207,A02070200,1846818,15,20130925135716,20211003,20211001,http://tong.visitkorea.or.kr/cms/resource/15/2379215_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/2379215_image2_1.JPG,128.6205949230,35.8293778245,6,20210415112254,61352,7,053-666-2000,수성못 페스티벌(SUSEONG LAKE FESTIVAL)
207,경기도 수원시 팔달구 정조로 825,,31,A02,A0207,A02070200,1916616,15,20140428133244,20211024,20211022,http://tong.visitkorea.or.kr/cms/resource/64/2724864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2724864_image2_1.jpg,127.0143757682,37.2818712498,6,20210802125727,67094,13,031-290-3572~3575,수원 문화재 야행
208,경기도 수원시 장안구 이목로 24-25,(정자동),31,A02,A0207,A02070200,2550908,15,20180615103732,20210822,20210816,http://tong.visitkorea.or.kr/cms/resource/10/2727110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2727110_image2_1.jpg,126.9864802990,37.3097508547,6,20210726132149,2477,13,02-2263-4680,수원발레축제
209,경기도 수원시 권선구 서둔로 155,(탑동),31,A02,A0207,A02070200,577335,15,20080619091808,20211003,20211001,http://tong.visitkorea.or.kr/cms/resource/09/2723709_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2723709_image2_1.jpg,126.9806042911,37.2654892105,6,20210629101142,35634,13,031-290-3533,수원연극축제 <숲 속의 파티>
210,경기도 수원시 장안구 연무동 190,,31,A02,A0207,A02070200,2558816,15,20180827095801,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/11/2558811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2558811_image2_1.jpg,127.0114425437,37.2874872131,6,20210630103146,3762,13,031-290-3600,수원화성 빛의 산책로
211,경기도 수원시 팔달구 행궁로 11,(남창동),31,A02,A0208,A02081300,2674675,15,20201005165851,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/74/2674674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2674674_image2_1.jpg,127.0152812635,37.2810769133,6,20210520170604,0,13,031-290-3563,수원화성의 비밀 2021
212,서울특별시 강남구 영동대로 513,,1,A02,A0208,A02080600,2034445,15,20151020143339,20210723,20210721,http://tong.visitkorea.or.kr/cms/resource/18/2724118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2724118_image2_1.jpg,127.0591874466,37.5117592813,6,20210714113039,3728,1,031-738-5170,스마트국토엑스포
213,서울특별시 광진구 구천면로 2,,1,A02,A0207,A02070200,1801276,15,20130327112132,20210425,20210425,http://tong.visitkorea.or.kr/cms/resource/97/2516897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2516897_image2_1.jpg,127.1062266254,37.5464088823,6,20210520160125,17383,6,02-2204-3190,시끌벅적 과학축제
214,서울특별시 중구 세종대로 110,(태평로1가),1,A02,A0207,A02070200,2721458,15,20210616095432,20210827,20210604,http://tong.visitkorea.or.kr/cms/resource/55/2721455_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/55/2721455_image2_1.png,126.9784043599,37.5666625635,6,20210618151236,0,24,공연 02-739-7331<br> 미디어아트·체험 02-739-5811<br> 장터 02-739-5226,"시민청 6-8월 문화예술 프로그램 <여름, 시민청>"
215,서울특별시 종로구 동숭길 72,(동숭동),1,A02,A0208,A02080200,1595111,15,20120405162709,20211231,20210101,,,127.0042904706,37.5814363108,6,20210125152542,11250,23,02-747-7407,시크릿
216,전라남도 신안군 자은면 자은서부2길 508-65,,38,A02,A0207,A02070200,2726278,15,20210719100645,20211024,20211023,http://tong.visitkorea.or.kr/cms/resource/77/2726277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2726277_image2_1.jpg,125.9959235736,34.8779816821,6,20210726182252,0,12,061-243-9786,신안 국제 문페스타(Shinan International Moon Soon Deuk Festa)
217,전남 신안군 도초면 지남리,,38,A02,A0207,A02070200,2660612,15,20200619154608,20210627,20210618,http://tong.visitkorea.or.kr/cms/resource/09/2660609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2660609_image2_1.jpg,125.9285452858,34.6815388662,6,20210615094025,0,12,061-240-8454,신안 섬수국축제
218,온라인개최,,1,A02,A0207,A02070200,2029539,15,20150917085654,20211029,20211018,http://tong.visitkorea.or.kr/cms/resource/69/2724069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2724069_image2_1.jpg,126.9579759370,37.5570966421,6,20210701110406,6699,13,02-719-9062,실버문화페스티벌
219,"강원도 속초시 청호동 550-13, 아바이마을",(청호동),32,A02,A0207,A02070200,2495286,15,20170607150057,20210627,20210623,http://tong.visitkorea.or.kr/cms/resource/54/2717754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2717754_image2_1.jpg,128.5944827913,38.2037159039,6,20210614090950,4953,5,033-636-0670,실향민문화축제
220,서울특별시 강남구 논현로 848,(신사동),1,A02,A0208,A02081300,2708349,15,20210308172213,20210325,20210312,http://tong.visitkorea.or.kr/cms/resource/47/2708347_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2708347_image2_1.jpg,127.0288731753,37.5246239091,6,20210308172213,0,1,aseancw@gmail.com,아세안 영화주간 - 온:택트
221,서울특별시 마포구 와우산로 94,,1,A02,A0207,A02070200,1829696,15,20130723091937,20210822,20210727,http://tong.visitkorea.or.kr/cms/resource/35/2723735_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2723735_image2_1.jpg,126.9255540555,37.5512772937,6,20210715112751,27293,13,02-724-6324,아시아프
222,서울특별시 종로구 동숭길 114,(동숭동),1,A02,A0207,A02070200,1828523,15,20130717090615,20210808,20210717,http://tong.visitkorea.or.kr/cms/resource/50/2719250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2719250_image2_1.jpg,127.0038654579,37.5832416489,6,20210602160346,13011,23,02-745-5863,아시테지 국제여름축제
223,경기도 가평군 상면 수목원로 432,,31,A02,A0208,A02080500,958429,15,20100224142710,20210408,20210320,http://tong.visitkorea.or.kr/cms/resource/68/2709868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2709868_image2_1.jpg,127.3525096320,37.7439487308,6,20210315143422,31330,1,1544-6703,아침고요 야생화전시회
224,경기도 가평군 상면 수목원로 432,(상면),31,A02,A0207,A02070200,1362979,15,20110812154254,20210822,20210724,http://tong.visitkorea.or.kr/cms/resource/18/2664418_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2664418_image2_1.jpg,127.3519180642,37.7424072328,6,20210812173237,33442,1,1544-6703,아침고요수목원 무궁화전시회
225,경기도 가평군 상면 수목원로 432,(상면),31,A02,A0207,A02070200,989991,15,20100331131525,20210519,20210410,http://tong.visitkorea.or.kr/cms/resource/05/2651805_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2651805_image2_1.jpg,127.3519430810,37.7417489763,6,20210330164111,246720,1,1544-6703,아침고요수목원 봄나들이 봄꽃축제
226,경기도 가평군 상면 수목원로 432,,31,A02,A0207,A02070200,2658063,15,20200601174258,20210704,20210605,http://tong.visitkorea.or.kr/cms/resource/68/2718868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2718868_image2_1.jpg,127.3525568480,37.7440126130,6,20210528143905,0,1,1544-6703,아침고요수목원 수국전시회
227,경북 안동시 상아동 569,,35,A02,A0207,A02070200,2661137,15,20200625132840,20211010,20211007,http://tong.visitkorea.or.kr/cms/resource/99/2727499_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2727499_image2_1.jpg,128.7603446627,36.5770649158,6,20210811093353,0,11,054-840-3413,안동 문화재야행(월영야행)
228,경기도 안산시 상록구 수인로 1723,(부곡동),31,A02,A0207,A02070200,1993110,15,20150324172822,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/53/2702853_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2702853_image2_1.jpg,126.8634434286,37.3394480000,6,20210106154743,127817,15,031-484-5050,안산별빛마을 애니멀 & 하트빌리지 빛축제 2021
229,경기도 안성시 보개면 남사당로 198-2,,31,A02,A0208,A02080100,293030,15,20060306180342,20211127,20210327,http://tong.visitkorea.or.kr/cms/resource/52/2607852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2607852_image3_1.jpg,127.3101448759,37.0318221187,6,20210329162417,42136,16,031-678-2518,안성 남사당 상설공연
230,경기도 안성시 죽산면 두메호수로 90,,31,A02,A0207,A02070200,1765272,15,20121211160051,20210214,20201223,http://tong.visitkorea.or.kr/cms/resource/60/2569560_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/2569560_image2_1.JPG,127.4284792701,37.0094684960,6,20201208144345,106277,16,031-674-4528,안성두메호수빙어축제 2021
231,강원도 춘천시 효자상길5번길 13,(효자동),32,A02,A0208,A02081300,2725693,15,20210714101546,20210723,20210722,http://tong.visitkorea.or.kr/cms/resource/87/2725687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2725687_image2_1.jpg,127.7293520927,37.8726962735,6,20210714101546,0,13,033-259-5824,야외기획공연 공연재생<이자람_이방인의 노래>
232,경기도 용인시 기흥구 민속촌로 90,(보라동),31,A02,A0207,A02070200,1814263,15,20130529133254,20210711,20210619,http://tong.visitkorea.or.kr/cms/resource/21/2722021_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2722021_image2_1.jpg,127.1205445440,37.2593868634,6,20210723102141,9578,23,031-288-0000,양기철철 단오
233,강원도 양양군 양양읍 남문9길 10-1,,32,A02,A0207,A02070200,141370,15,20061218000000,20220101,20220101,,,128.6213288391,38.0740815033,6,20210405100728,18844,7,033-671-3803,양양 해맞이축제
234,강원도 양양군 양양읍 양양로 114-5,,32,A02,A0207,A02070200,1817354,15,20130607133312,20210615,20210615,,,128.6164903837,38.0742452792,6,20210524144741,11332,7,033-671-8762,양양문화제
235,경기도 양주시 장흥면 권율로 594,,31,A02,A0207,A02070200,1787332,15,20130124111550,20210221,20201224,http://tong.visitkorea.or.kr/cms/resource/86/2635486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2635486_image2_1.jpg,126.9684887063,37.7581595486,6,20210218160026,35016,18,080-233-7766,양주 눈꽃축제 2021
236,온라인개최,,31,A02,A0207,A02070200,993743,15,20100407144937,20210509,20210501,http://tong.visitkorea.or.kr/cms/resource/85/2478285_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2478285_image2_1.JPG,127.5823278077,37.5463286753,6,20210331170724,54041,19,031-770-2096,양평 용문산 산나물축제
